Word 1,Word 2
ordinaires,loisir
loisir,éclaircir
égyptienne,sienne
sœur,possesseur
possesseur,reconnaître
reconnaître,maître
maître,l’événement
l’événement,consentement
famille,fille
enfantés,nouveautés
nouveautés,championnes
championnes,personnes
ceci,d’obstacle
d’obstacle,miracle
confus,plus
père,prospère
merveilleux,feux
dire,désire
soudain,dessein
pure,nature
régir,retenir
faute,haute
puissant,glissant
flamme,âme
moi,toi
d’hyménée,destinée
pouvoir,espoir
arrive,imaginative
doux,vous
dois,fois
prie,célie
transport,fort
renvoie,joie
terminé,amené
fille,mascarille
prospères,pères
prie,bizarrerie
bizarrerie,cacher
cacher,fâcher
fâcher,entendre
entendre,comprendre
comprendre,premiers
premiers,papiers
papiers,l’être
l’être,paraître
plus,corrompus
compte,honte
s’excuser,scandaliser
scandaliser,caresses
caresses,tendresses
serments,embrassements
homme,nomme
séparant,d’indifférent
infâme,âme
autant,l’instant
pendable,agréable
arrêt,plaît
d’honneur,cœur
joie,monnaie
empressements,serments
méthode,mode
contorsions,protestations
frivoles,paroles
combat,fat
caresse,tendresse
éclatant,autant
située,prostituée
chers,l’univers
fonde,monde
gens,complaisance
complaisance,différence
différence,net
rende,demande
pitié,d’amitié
rencontre,montre
sentiments,compliments
franchise,permise
honneur,cœur
bienséance,pense
émilie,jolie
doute,importun
point,point
ville,bile
profond,font
flatterie,fourberie
fourberie,dessein
dessein,humain
sauvage,envisage
peint,dont
fades,incartades
pas,d’appas
maladie,comédie
gens,demande
demande,grande
odieux,yeux
humaine,haine
haine,exception
exception,aversion
malfaisants,complaisants
vigoureuses,vertueuses
vertueuses,excès
excès,procès
traître,être
radouci,d’ici
confonde,monde
revêtu,vertu
donne,personne
maudit,contredit
bienvenue,s’insinue
disputer,l’emporter
l’emporter,blessures
blessures,mesures
soudains,humains
humains,peine
peine,humaine
rigueur,douceur
traitable,blâmable
extrémité,sobriété
âges,usages
perfection,obstination
seconde,monde
jours,cours
paraître,être
sont,font
ville,bile
bile,bien
bien,rien
vous,courroux
murmure,nature
offensé,intéressé
carnage,rage
voler,parler
d’impertinence,silence
moins,soins
dite,sollicite
sollicite,l’équité
l’équité,visité
douteuse,fâcheuse
n’importe,tromperez
plaiderie,d’effronterie
d’effronterie,pervers
pervers,l’univers
grandchose,cause
bon,façon
rectitude,exactitude
renfermez,aimez
semble,ensemble
odieux,yeux
davantage,s’engage
vous,doux
refuse,l’amuse
médisant,présent
mortelle,belle
doux,excusezvous
veuve,treuve
donner,condamner
condamner,faire
faire,plaire
plaire,blâmer
blâmer,aimer
aimer,flamme
flamme,âme
d’elle,parbleu
l’être,paraître
l’ennui,lui
dire,m’inspire
m’inspire,désirs
désirs,soupirs
sincère,affaire
jour,l’amour
véritable,incroyable
mis,amis
qualité,rejeté
moi,reçois
surprendre,prétendre
prétendre,monsieur
audessous,vous
préférable,considérable
mens,sentiments
faire,mystère
nom,occasion
naître,connaître
complexions,repentirions
sage,davantage
doux,vous
ouverture,figure
foi,moi
manières,lumières
noeud,peu
l’expose,chose
chose,dispenser
défaut,faut
plainte,feinte
feinte,rien
rien,bien
contenterez,monsieur
monsieur,saurez
saurez,faire
faire,l’affaire
morceau,beau
mises,sottises
éternelle,zèle
distraire,désespère
admirable,diable
morbleu...,peutêtre...
traître,traité
traité,sincérité
sincérité,délicate
délicate,flatte
nom,façon
empire,d’écrire
empressements,amusements
ouvrages,personnages
assomme,homme
qualités,côtés
redire,écrire
gens,ressembleraisje
ressembleraisje,disaisje
rimer,imprimer
imprimer,livre
livre,vivre
tentations,occupations
somme,homme
imprimeur,auteur
auteur,comprendre
comprendre,entendre
modèles,naturelles
vanité,vérité
pure,nature
nature,peur
peur,meilleur
meilleur,admire
admire,dire
henri,paris
vieux,mieux
mieux,murmure
murmure,pure
henri,paris
épris,esprits
fleurie,récrie
bons,raisons
d’autres,vôtres
cas,pas
partage,davantage
approuviez,passiez
manière,matière
méchants,gens
haut,faut
grâce,place
coeur,serviteur
serviteur,sincère
sincère,affaire
pas,pas
s’assemble,ensemble
autrement,indubitablement
contraire,faire
vois,moi
madame,âme
obséder,s’accommoder
coupable,aimable
efforts,dehors
prendre,tendre
lieux,yeux
armes,charmes
étendue,cohue
sort,fort
sublime,estime
doigt,voit
monde,blonde
aimer,charmer
rhingrave,esclave
fausset,secret
l’ombrage,ménage
promis,d’amis
constance,m’offense
jaloux,vous
effarouchée,épanchée
offenser,ramasser
ramasser,jalousie
jalousie,prie
aimé,enflammé
dire,suffire
instant,autant
mignonne,personne
souci,ici
coeur,bonheur
possible,terrible
seconde,monde
jamais,fais
nouvelle,querelle
ardeur,grondeur
monter,tête
tête,prête
tous,vous
affaire,plaire
plaire,pardonner
pardonner,m’importuner
importe,comment
comment,hautement
s’introduire,nuire
d’ailleurs,brailleurs
fonde,monde
courezvous,sors
demeurez,faire
faire,demeurez
d’affaire,m’ennuyer
m’ennuyer,essuyer
impossible,loisible
madame,âme
pense,patience
levé,achevé
manières,lumières
fort,d’abord
d’absence,d’extravagance
extravagants,fatigants
déplaise,chaise
toujours,discours
goutte,écoute
prochain,train
caractère,mystère
mystère,égaré
égaré,affairé
abonde,monde
monde,l’entretien
l’entretien,rien
merveille,l’oreille
conteur,seigneur
cesse,princesse
princesse,entretiens
entretiens,chiens
étage,d’usage
bien,entretien
martyre,dire
expression,conversation
silence,l’assistance
insupportable,épouvantable
fois,bois
extrême,soimême
cour,jour
bénéfice,injustice
aujourd’hui,lui
mérite,visite
délicats,pas
personne,donne
sage,j’enrage
propos,mots
habile,difficile
écrit,esprit
esprit,redire
redire,rire
reprendre,descendre
esprit,dit
véritable,admirable
cour,tour
montre,rencontre
rencontre,flatteur
flatteur,serviteur
blesse,s’adresse
complaisants,médisants
nourrie,flatterie
d’appas,pas
prendre,répandre
grand,reprend
contredise,réduise
lieux,cieux
plaire,contraire
commun,quelqu’un
charmes,armes
lui,d’autrui
d’autrui,dire
dire,satire
satire,esprit
esprit,dit
avoue,loue
raison,saison
affaires,téméraires
mourir,souffrir
âme,blâme
haut,défaut
pourvue,vue
cacher,reprocher
flatte,éclate
amants,sentiments
complaisances,extravagances
coeurs,douceurs
suprême,aime
lois,choix
blâmable,aimable
perfections,noms
comparable,adorable
liberté,majesté
majesté,chargée
chargée,négligée
yeux,cieux
couronne,bonne
humeur,pudeur
extrême,aime
discours,tours
tours,messieurs
madame,âme
j’avertis,sortis
importunée,journée
journée,couché
couché,attaché
sorte,sorte
sorte,parler
parler,reculer
pressées,plissées
monsieur,dire
dire,instruire
commandement,promptement
monsieur,monsieur
faire,affaire
bravés,approuvés
naissance,complaisance
condamneratelle,querelle
exécrables,traitables
pouvoir,dédire
dédire,voir
vienne,peine
mauvais,faits
pas,débats
satisfaite,t’inquiète
yeux,joyeux
m’examine,chagrine
maison,raison
cas,pas
affaire,manière
goût,tout
idolâtre,théâtre
mine,fine
flatter,disputer
disputer,être
être,maître
crois,soi
faciles,inutiles
d’humeur,froideur
froideur,vulgaires
vulgaires,sévères
sévères,rigueurs
rigueurs,pleurs
suite,mérite
mérite,faits
faits,frais
belles,elles
mien,rien
balances,avances
extrême,toimême
sûres,disje
voeux,aveux
donné,fortuné
fortuné,grande
grande,pende
voeux,deux
certaine,célimène
prétendu,assidu
langage,m’engage
pas,làbas
l’entretenir,venir
tout,bout
d’envie,suivie
tous,courroux
prude,solitude
appas,pas
dame,d’âme
attraits,fais
cache,détache
gré,degré
amène,peine
devoir,voir
voir,faire
faire,asseoir
asseoir,nécessaire
nécessaire,éclater
éclater,importer
importance,bienséance
honneur,cœur
singulière,matière
éclats,pas
visite,excite
fallu,voulu
prendre,défendre
intention,caution
vie,envie
d’accord,tort
déportements,jugements
blessée,pensée
foi,soi
raisonnable,profitable
secrets,intérêts
rendre,prendre
prendre,faveur
faveur,honneur
amie,publie
doux,vous
visite,mérite
mérite,bien
bien,l’entretien
zèle,modèle
extérieur,d’honneur
d’indécence,l’innocence
vous,tous
censures,pures
franchement,sentiment
sentiment,modeste
modeste,reste
point,point
zèle,belle
nudités,réalités
réalités,défense
défense,médisance
médisance,mien
mien,bien
autres,vôtres
exemplaire,faire
besoin,soin
raisonnable,profitable
secrets,intérêts
assujettie,repartie
d’aigreur,cœur
sage,usage
foi,soi
zèle,fidèle
nous,vous
entendre,reprendre
tout,goût
galanterie,pruderie
pruderie,parti
parti,amorti
disgrâces,traces
avantage,âge
avoir,prévaloir
s’emporte,sorte
pourquoi,moi
prendre,rendre
l’amour,jour
m’ôte,faute
pas,appas
peine,vaine
juger,engager
roule,foule
amour,cour
défaites,faites
faites,sentiments
sentiments,d’amants
conséquences,avances
gloire,victoire
appas,bas
vôtres,autres
voir,avoir
avoir,affaire
affaire,plaire
entretien,mien
prendre,d’attendre
d’attendre,arrêter
arrêter,hâter
cérémonie,compagnie
compagnie,venir
venir,entretenir
lettre,remettre
remettre,bonté
bonté,incivilité
entretienne,vienne
vienne,rien
rien,entretien
entretien,sublime
sublime,l’estime
secrets,intérêts
propice,justice
courroux,vous
prétendre,rendre
soi,moi
propices,services
pouvoir,voir
grands,gens
luimême,extrême
endroits,poids
monde,confonde
doué,loué
jette,gazette
mieux,yeux
mines,machines
vous,doux
fisse,bannisse
jour,cour
nécessaires,affaires
talent,parlant
pense,résidence
appui,aujourd’hui
avantages,personnages
personnages,cruels
cruels,tels
tels,telle
telle,cervelle
cour,amour
pensées,placées
doux,vous
prie,amie
âme,flamme
mouvement,amant
nomme,homme
douceurs,coeurs
passée,pensée
pensée,désabusé
désabusé,aisé
aisé,expose
expose,chose
savoir,voir
matière,lumière
foi,moi
fidèle,belle
belle,brûler
brûler,consoler
consoler,dure
dure,conclure
conclure,tourner
tourner,l’entraîner
l’entraîner,pense
pense,prudence
dire,écrire
écrire,travers
travers,vers
vers,matières
matières,manières
manières,coeur
coeur,auteur
dépense,danse
serviteur,bonheur
envie,vie
l’accommodement,sentiment
style,difficile
coeur,meilleur
meilleur,conclure
conclure,procédure
procédure,singulier
singulier,particulier
pique,d’héroïque
d’aujourd’hui,lui
m’étonne,s’abandonne
former,d’aimer
cousine,l’incline
coeurs,d’humeurs
sympathies,démenties
voir,savoir
l’aime,luimême
bien,rien
rien,cousine
cousine,s’imagine
vérité,côté
madame,âme
crois,foi
tendresse,s’intéresse
tenir,l’unir
l’unir,faire
faire,contraire
feux,voeux
occurrence,répugnance
pas,appas
instruire,dire
deux,voeux
éclatante,présente
dérober,retomber
madame,âme
hautement,moment
moment,offense
offense,constance
émouvoir,concevoir
nature,aventure
aventure,parler
parler,rappeler
grâces,basses
ruiné,assassiné
nouvelle,infidèle
fondement,légèrement
certain,main
oronte,honte
soins,moins
l’apparence,pense
plaît,intérêt
aujourd’hui,ennui
parente,constante
l’infidèle,d’elle
voeux,respectueux
service,sacrifice
souffrez,m’offrez
pense,vengeance
d’appas,pas
puissante,innocente
innocente,aisément
aisément,amant
mortelle,elle
fais,jamais
approche,reproche
maître,paraître
capable,comparable
courroux,vous
j’admire,rire
raison,trahison
âme,flamme
odieux,yeux
feindre,craindre
vengé,outragé
puissance,dépendance
coeur,vainqueur
plainte,feinte
abord,sort
applaudie,perfidie
châtiments,ressentiments
outrage,rage
colère,faire
emportement,jugement
vue,tue
tue,sincérité
sincérité,enchanté
plaindre,feindre
prêts,traits
confondre,répondre
l’esprit,écrit
seing,main
confuse,accuse
extravagant,convaincant
convaincant,oronte
oronte,honte
lui,aujourd’hui
autre,vôtre
vôtre,effet
effet,billet
billet,coupable
coupable,admirable
trait,fait
grossières,lumières
air,clair
femme,flamme
empire,dire
souci,voici
occurrence,d’importance
croie,joie
plaît,arrête
arrête,tête
tête,inventé
inventé,traité
elle,querelle
bout,tout
lâche,l’attache
mépris,épris
moimême,extrême
prodigieux,yeux
m’accable,coupable
innocent,consent
fidèle,telle
jaloux,vous
contraindre,feindre
côté,sincérité
assurance,défense
extrême,aime
feux,aveux
obstacle,oracle
pas,combats
colère,considère
simplicité,bonté
estime,légitime
vous,doux
destinée,abandonnée
coeur,noirceur
aime,extrême
tous,vous
aimable,misérable
rien,bien
bien,sacrifice
sacrifice,l’injustice
jour,amour
figuré,effaré
retraite,comment
comment,trompette
pourquoi,lieu
lieu,cause
cause,adieu
langage,bagage
assurément,autrement
autrement,mine
mine,cuisine
façon,démon
doute,goutte
démêler,parler
ensuite,visite
visite,empressement
empressement,doucement
zèle,s’appelle
dit,suffit
spécifier,papier
pense,connaissance
connaissance,donc
ceci,éclairci
diable,table
pas,embarras
prenne,entretienne
amour,jour
raisonner,détourner
sommes,hommes
fois,lois
cause,repose
repose,succès
succès,procès
histoire,noire
trahison,raison
l’artifice,justice
forfait,fait
abominable,condamnable
rigueur,l’auteur
l’auteur,murmure
murmure,l’imposture
rang,franc
empressée,pensée
pensée,honnêteté
honnêteté,vérité
imaginaire,adversaire
pardon,bon
sorte,porte
vertueux,eux
forge,coupegorge
loups,vous
êtes,faites
faites,imputer
imputer,arrêter
arrêter,détruire
détruire,nuire
l’éclat,scélérat
aventure,posture
donné,tourné
craindre,plaindre
fasse,casse
maltraité,postérité
témoignage,âge
coûter,pester
humaine,haine
superflus,làdessus
plaît,intérêt
intérêt,l’emporte
l’emporte,sorte
sorte,d’équité
d’équité,société
vie,philosophie
vertu,revêtu
dociles,inutiles
ennui,d’autrui
toujours,discours
retire,empire
pas,bras
célimène,m’amène
moi,foi
venue,émue
enfin,chagrin
attendre,descendre
doux,vous
assurance,balance
émouvoir,voir
demande,prétende
amour,jour
irrite,mérite
éclaircissements,sentiments
l’autre,vôtre
choisir,désir
m’amène,certaine
longueur,coeur
coeur,importune
importune,fortune
jaloux,vous
préférable...,capable...
désormais,jamais
contrainte,crainte
voeux,deux
peine,incertaine
saison,raison
préférence,balance
deux,voeux
forte,sorte
désobligeants,gens
lumière,visière
témoins,soins
exiger,ménager
étude,d’incertitude
làdessus,refus
silence,pense
courroux,vous
caprice,justice
retient,vient
persécutée,concertée
chaleur,cœur
rendre,prendre
adressée,pensée
balance,silence
débats,pas
déplaire,affaire
vue,venue
moi,foi
estime,crime
forts,discords
compagnie,calomnie
adouci,ceci
clitandre,tendre
d’obscurité,civilité
instruire,lire
monsieur,paquet
modèle,s’appelle
lieux,glorieux
matière,colère
prix,déchire
déchire,m’écrire
d’amour,tour
l’être,connaître
rendez,perdez
flamme,madame
noir,émouvoir
vôtres,autres
autres,bonheur
bonheur,d’honneur
d’honneur,idolâtrie
làdessus,superflus
querelle,zèle
songer,venger
pensée,empressée
empressée,vanité
vanité,flatté
marchandise,éprise
haut,faut
elle,belle
vois,moi
dire,plaindrez
plaindrez,voudrez
confuse,excuse
courroux,vous
raisonnable,coupable
trahir,haïr
consens,traîtresse
traîtresse,tendresse
haïr,m’obéir
tendresse,faiblesse
tout,bout
nomme,l’homme
forfaits,traits
faiblesse,jeunesse
mains,humains
vivre,suivre
esprits,écrits
abhorre,encore
vieillir,m’ensevelir
réponde,monde
contents,ans
forte,sorte
déteste,reste
doux,vous
outrage,dégage
beauté,sincérité
extrême,même
divers,fers
fers,connaître
connaître,naître
bas,pas
pensée,embarrassée
m’inquiéter,accepter
envie,vie
contentements,sentiments
d’injustices,vices
écarté,liberté
chose,propose
amants,sentiments
être,paraître
yeux,glorieux
naissance,préférence
vainqueur,cœur
âmes,flammes
deux,vœux
inspire,d’empire
d’empire,douter
douter,traiter
traiter,poursuite
poursuite,réduite
réduite,reprochait
reprochait,penchait
d’injustice,sacrifice
amoureux,heureux
castille,fille
lien,mien
place,disgrâce
soupirs,désirs
avantage,d’outrage
appris,esprits
s’engage,l’hommage
doux,vous
matière,entière
confus,refus
nouvelle,infidèle
tyrannisé,autorisé
autorisé,hommages
hommages,suffrages
cœur,rigueur
faiblesse,tendresse
courroux,nous
gloire,croire
feux,vœux
jalousie,frénésie
informé,aimé
interprètes,secrètes
rougeur,cœur
matière,lumière
puissant,ressent
ressent,conduite
conduite,mérite
mérite,vainement
vainement,aisément
étude,l’habitude
forcer,penser
penser,belles
belles,naturelles
l’émouvoir,apercevoir
martyre,dire
amant,fondement
fondement,atteinte
atteinte,plainte
odieux,yeux
d’alarmes,charmes
charmes,exprimer
exprimer,l’aimer
odieux,injurieux
naissance,offense
offense,moments
moments,amants
noie,joie
remarquer,expliquer
offensée,pensée
désirs,soupirs
courage,témoignage
grands,tyrans
destinée,hyménée
l’ennui,lui
extrême,aime
éclater,s’acquitter
s’acquitter,tête
tête,conquête
mains,vains
frère,faire
sang,rang
vaillance,reconnaissance
courroux,jaloux
prescrire,elvire
autres,vôtres
vôtres,marqués
lettre,commettre
amant,attachement
livre,suivre
jeté,diversité
outrage,visage
doux,jaloux
inquiétude,rude
souci,voici
m’apprendre,l’attendre
élevé,arrivé
prudence,enfance
l’état,mauregat
audace,place
sûreté,équité
violence,puissance
trames,âmes
bras,états
renommée,armée
punisseur,ravisseur
personne,donne
espoir,devoir
tempête,tête
certain,main
fille,famille
souci,endurci
tendresse,presse
m’intéresser,d’annoncer
crimes,légitimes
glorieux,yeux
propice,justice
l’infidélité,dignité
chère,frère
moins,soins
personne,couronne
tous,vous
offense,naissance
bas,appas
sacrifice,l’injustice
amour,jour
hommage,l’avantage
d’espoir,voir
services,propices
droits,exploits
espère,frère
effort,fort
dire,soupire
feux,eux
entendre,méprendre
savoir,espoir
extrême,aime
cieux,yeux
paraître,naître
mouvements,sentiments
ombrage,l’outrage
affreux,feux
caprice,office
appas,combats
croyance,absence
amoureux,heureux
déplaire,soustraire
loi,moi
flamme,âme
espoir,choir
m’accable,adorable
grande,l’entende
l’importunité,clarté
âme,flamme
vœux,aveux
volontaire,faire
jaloux,vous
langage,davantage
content,éclatant
vousmême,aime
assurer,jurer
jurer,téméraire
téméraire,satisfaire
clarté,bonté
bonté,sollicite
sollicite,mérite
jaloux,doux
prescrire,empire
fort,effort
croyable,inviolable
divinité,facilité
guerre,tonnerre
faiblesse,promesse
jette,l’inquiète
l’inquiète,tempérament
tempérament,serment
altéré,égaré
égaré,surprendre
surprendre,apprendre
cœur,rigueur
rigueur,nécessaire
nécessaire,d’ordinaire
écrit,l’esprit
refuse,m’accuse
satisfaitesvous,jaloux
témoignage,d’ombrage
pouvoir,voir
résistance,violence
pressé,tracé
soumise,lise
emploi,moi
violence,l’alliance
empire,inspire
inspire,lien
rien,elvire
elvire,mien
mien,affermie
affermie,amie
amie,armer
armer,alarmer
alarmer,lumière
lumière,manière
moments,sentiments
croire,mémoire
grand,prétend
envie,vie
franchement,étonnement
saisie,jalousie
jalousie,traversés
traversés,assez
d’entendre,prendre
lieux,yeux
éprise,surprise
jaloux,vous
vous,glose
glose,propose
amour,cour
sienne,l’entretienne
plaît,intérêt
intérêt,suite
suite,conduite
conduite,nuit
nuit,fruit
grâce,place
faveur,cœur
faire,déplaire
d’eux,fâcheux
confidence,complaisance
courtisans,grands
âme,blâme
succéder,appréhender
appréhender,surprendre
surprendre,descendre
équitablement,aveuglement
s’explique,politique
rapportés,assiduités
blâme,âme
discret,secret
sache,cache
raison,trahison
n’avance,complaisance
leçons,soupçons
étude,inquiétude
rien,entretien
nouvelle,mortelle
raison,poison
victoire,gloire
deux,vœux
présence,préférence
navarre,déclare
attend,prétend
vue,émue
ressentiment,tremblement
caprice,précipice
puissants,sens
guide,solide
solide,bien
bien,rien
permettre,lettre
pitié,moitié
l’une,infortune
rival...,vous...
vous...,à...
à...,grand...
grand...,ce...
ce...,de...
de...,devoirs...
devoirs...,avec...
avec...,ce...
ce...,lon...
lon...,oblige...
oblige...,à...
éclairci,ici
funeste,reste
reste,doucement
doucement,ressentiment
dindice,artifice
transports,dehors
projets,sujets
extrême,même
parer,murmurer
courage,rage
mains,desseins
conquête,tête
jours,discours
dire,d’écrire
ici,souci
fantaisie,jalousie
jalousie,pensez
pensez,assez
assez,presse
presse,comtesse
burgos,repos
d’assurer,parjurer
parjurer,parjure
parjure,imposture
mouvement,jugement
vue,tue
tue,sincérité
sincérité,enchanté
plaindre,feindre
soustraits,traits
facile,style
l’esprit,écrit
accoutumée,opprimée
seing,main
pure,écriture
garant,indifférent
indifférent,évidente
évidente,parente
formé,aimé
indigne,insigne
loi,soi
supplice,caprice
nullement,moment
lumière,entière
intérêt,arrêt
comprendre,entendre
moins,soins
soins,linstruise
linstruise,surprise
tracé,laissé
coupable,table
moment,appartement
appartement,permettre
permettre,lettre
voulu,lu
contestée,restée
essor,léonor
madame,blâme
lire,s’interdire
lui,aujourd’hui
ravisseurs,douceurs
eux,heureux
dis,interdits
injustice,supplice
souhaité,présenté
dédire,lire
fuyezvous,jaloux
misérable,coupable
puissant,innocent
innocent,atteinte
atteinte,crainte
aimé,alarmé
foudre,poudre
événement,amant
déclarés,assurés
gage,témoignage
espérer,s’assurer
fragile,facile
bontés,témérités
puissance,complaisance
lâcheté,feinte
feinte,crainte
mains,dédains
d’empire,dire
dire,s’abaisser
s’abaisser,forcer
insigne,digne
pouvoir,d’avoir
connaître,l’être
pas,appas
flamme,âme
apaisé,excusé
excusé,cause
cause,expose
mourir,souffrir
souffrir,déplaire
déplaire,colère
colère,longueur
longueur,cœur
cruelles,mortelles
déclarer,espérer
favorable,misérable
perplexités,bontés
légitime,crime
aversion,affection
bontés,d’indignités
aime,luimême
emportements,mouvements
moins,soins
soins,offense
offense,vengeance
l’effort,mort
l’heure,meure
bontés,témérités
d’absoudre,résoudre
trahir,haïr
informer,s’alarmer
s’alarmer,d’alarme
d’alarme,charme
charme,présenter
présenter,écouter
pareille,oreille
plaît,intérêt
surprendre,apprendre
rien,d’entretien
famille,castille
roi,l’effroi
l’effroi,victoire
victoire,gloire
état,mauregat
dire,pouvoir
pouvoir,savoir
savoir,déplaire
déplaire,taire
absolument,commandement
zèle,nouvelle
embrasser,penser
penser,faiblesse
faiblesse,princesse
promptement,ressentiment
courage,outrage
chérir,souffrir
irrite,vite
genoux,courroux
l’offense,naissance
causé,apaisé
menace,grâce
lois,fois
colère,espère
sentiment,serment
inspire,dédire
combat,attentat
n’immole,parole
d’obtenir,l’avenir
prépare,navarre
raison,guérison
persécute,rechute
jaloux,courroux
extrême,aime
rigoureux,aveux
obstacle,oracle
pas,combats
défiance,offense
charmé,aimé
pensée,blessée
quoi,moi
maintenant,surprenant
ville,difficile
soldats,pas
obstacles,miracles
coups,vous
tue,vue
vue,cieux
cieux,odieux
odieux,aventure
aventure,torture
sort,effort
d’injustice,service
liens,siens
victoire,gloire
cœur,vainqueur
zèle,querelle
capable,redevable
foi,roi
dernière,frère
sort,effort
couronne,personne
obstinée,destinée
nous,vous
vous,m’expose
m’expose,chose
bras,pas
plaindre,contraindre
contraindre,malheur
malheur,douleur
douleur,martyre
martyre,pire
pire,atterré
atterré,préféré
préféré,gloire
gloire,victoire
appas,bras
salutaire,plaire
merveilleux,vœux
fumée,armée
emploi,moi
prépare,navarre
précipité,flatté
flatté,m’impute
m’impute,chute
regarder,demander
demander,confondre
confondre,répondre
répondre,ignorer
ignorer,déclarer
haute,faute
faute,l’équité
l’équité,infidélité
d’injustice,sacrifice
refus,vertus
flammes,âmes
jour,amour
l’estime,magnanime
dois,choix
tendresse,comtesse
seigneur,bonheur
extrême,diadème
mérite,quitte
quitte,sent
sent,innocent
innocent,peine
peine,l’entraîne
désirs,soupirs
âme,flamme
attraits,souhaits
dire,empire
cœur,vainqueur
vainqueur,abattue
abattue,tue
tue,malheureux
malheureux,vœux
idée,possédée
appas,trépas
aimable,coupable
beauté,liberté
qu’elle,infidèle
infidèle,consoler
consoler,s’égaler
personne,donne
avoir,pouvoir
bien,entretien
entretien,die
die,compagnie
compagnie,point
point,point
point,visite
visite,instruite
l’honneur,bonheur
bonheur,surprendre
surprendre,rendre
fort,tort
pensées,abaissées
soins,témoins
élevée,levée
sentiments,déguisements
héroïques,pratiques
pratiques,tous
tous,vous
conduite,visite
visite,clarté
clarté,l’obscurité
entreprise,surprise
garantir,avertir
ordinaires,affaires
bouillons,parlons
mieux,lieux
défendre,surprendre
peu,désaveu
désaveu,héroïque
héroïque,s’explique
crédit,dit
contrainte,l’atteinte
prétendre,prendre
décevoir,pouvoir
grande,demande
aimé,estimé
m’intéresse,princesse
voir,avoir
puissance,récompense
vœux,feux
frivole,parole
parole,voulez
étalés,attaquée
attaquée,expliquée
soupçonner,donner
donner,plaire
plaire,nécessaire
transports,efforts
furie,prie
occasion,confusion
gloire,victoire
égal,rival
étouffées,trophées
causes,choses
échappé,trompé
flamme,âme
courroux,vous
peine,vaine
valeur,malheur
posée,aisée
entretien,mien
secrète,retraite
retraite,esprit
esprit,prescrit
flatte,éclate
éclate,sortez
sortez,remportez
remportez,tête
tête,conquête
bras,débats
l’espérance,offense
guérir,l’aigrir
défère,colère
pas,pas
pense,offense
considériez,l’excuseriez
suivre,livre
passions,réflexions
lumière,matière
matière,indiscret
indiscret,secret
intelligence,présence
séduit,bruit
revenue,connue
innocence,assurance
peser,s’abuser
presse,comtesse
déplaisir,saisir
nouvelle,cruelle
agité,mérité
dire,respire
d’ici,éclairci
confidence,audience
audience,promptement
promptement,seulement
seulement,sollicite
sollicite,visite
l’ordonner,l’amener
l’amener,forte
forte,m’apporte
s’avance,impatience
éclairé,auguré
destinée,donnée
tyrans,parents
redoutable,véritable
mort,sort
poursuite,fuite
désirs,soupirs
allégresse,princesse
soin,témoin
renvoie,s’emploie
s’emploie,rien
rien,d’entretien
luimême,extrême
infortuné,abandonné
princesse,presse
tempérament,diversement
fantaisie,jalousie
m’efforcer,blesser
méthode,s’accommode
ajustements,sentiments
assemble,ressemble
inhumains,desseins
tendre,défendre
rival,fatal
tendresse,cesse
séduit,introduit
l’atteinte,plainte
plainte,quitté
quitté,infidélité
promptitude,ingratitude
ressentiment,promptement
voie,m’octroie
frivole,parole
parole,aller
aller,parler
présence,offense
cieux,yeux
fidèles,mortelles
mortelles,m’accabler
m’accabler,troubler
menace,disgrâce
émouvoir,concevoir
nature,aventure
aventure,parler
parler,rappeler
rappeler,ciel
ruiné,assassiné
dire,elvire
gloire,noire
souvent,décevant
occasion,passion
farouche,touche
grâce,audace
présenter,écouter
capable,comparable
courroux,vous
outrage,langage
pas,bras
entrouverte,perte
revenu,inconnu
suffisantes,cuisantes
raison,trahison
âme,flamme
odieux,yeux
feindre,craindre
vengé,outragé
puissance,dépendance
cœur,vainqueur
plainte,feinte
mort,sort
applaudie,perfidie
châtiments,ressentiments
outrage,rage
état,éclat
extrême,moimême
écouté,liberté
dire,l’ouïr
l’ouïr,jouir
audience,patience
aigreur,fureur
l’oreille,pareille
cieux,prodigieux
inconcevable,supportable
rebuter,persécuter
m’exprime,d’estime
yeux,cieux
l’innocence,apparence
point,point
croire,gloire
garant,grand
flamme,âme
éclats,pas
même,aime
respect,suspect
yeux,odieux
odieux,pure
pure,injure
souffrir,d’offrir
vue,émue
d’attention,résolution
délibérer,tirer
tirer,surprendre
surprendre,rendre
moi,vois
déférence,innocence
crédit,dit
d’estime,crime
courroux,vous
destinée,née
soudain,main
dire,d’empire
nous,jaloux
l’assurance,naissance
puissants,sens
témoignage,outrage
content,l’instant
vousmême,suprême
nous,vous
satisfaire,plaire
inventé,déloyauté
étudie,perfidie
rigueur,cœur
moimême,extrême
prodigieux,yeux
yeux,d’excuse
d’excuse,ruse
amusement,ressentiment
détourner,condamner
condamner,entière
entière,lumière
souhaits,jamais
surprendre,défendre
défendre,fureur
fureur,l’horreur
l’horreur,prescrire
prescrire,elvire
elvire,bien
bien,rien
faites,défaites
avertir,repentir
l’avantage,rage
irrité,bonté
forcer,m’offenser
satisfait,trait
colère,persévère
naître,paraître
émue,vue
consulter,douter
inventée,persécutée
sort,mort
consente,attente
attente,témérité
témérité,liberté
prendre,défendre
prompte,honte
absolu,voulu
mémoire,gloire
serments,châtiments
poudre,résoudre
